id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
ZG-3871	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	43157965	43270905	4,6	CU607080,CU582904	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3872	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	40926281	41127348	6,10	CU582904,FP236323	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3872	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	43229612	43420059	6,10	CU582904,FP236323	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3874	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	40655152	41512949	8,9	CU138517,BX571792	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3874	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	43665859	43931668	8,9	CU138517,BX571792	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3876	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	41371279	42427947	9,10	BX571792,AL954339	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3876	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	43789998	44339799	9,10	BX571792,AL954339	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3887	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	42184429	43405670	9,7	CU607079,BX321882	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3887	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	44339800	45329414	9,7	CU607079,BX321882	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3888	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	43218196	43702201	7,12	BX321882,CR848039	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3888	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	45141940	45642575	7,12	BX321882,CR848039	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3889	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	43558914	44902298	12,5	CR848039,CU463233	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3889	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	45488386	46007450	12,5	CR848039,CU463233	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3891	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	45901083	46498244	5,13	CU463233,CR749741	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3896	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	46282502	46669384	13,13	CR749741,CU469585	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3897	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	45555399	45676004	8,5	CU565528,CU595866	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3897	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	46669385	46792502	8,5	CU565528,CU595866	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3898	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	45675175	46174539	8,9	CU565473,AL954655	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3898	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	46792503	47289567	8,9	CU565473,AL954655	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3899	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	46188471	46679004	13,5	CU855711,CU655850	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3899	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	47597337	47745194	13,5	CU855711,CU655850	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3900	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	46679005	47021250	6,25	FP102121,AL953868	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3900	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	47745195	48138681	6,25	FP102121,AL953868	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3901	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	46838806	47544135	25,8	AL953868,CU607101	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3901	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	47956237	48732542	25,8	AL953868,CU607101	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3902	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	47552413	47650992	1,6	CU611052,CU694363	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3902	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	48772480	48864358	1,6	CU611052,CU694363	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3903	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	47614295	48392808	6,8	CU694363,CU929064	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3903	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	47614295	48168289	6,8	CU694363,CU929064	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3903	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	48827661	49604767	6,8	CU694363,CU929064	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3904	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48345993	48442649	8,12	CU929064,FP102054	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3904	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48147593	48442649	8,12	CU929064,FP102054	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3904	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	49562588	49719276	8,12	CU929064,FP102054	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3905	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48491355	48846480	13,10	CU468630,CU695220	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3905	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	49767982	50233110	13,10	CU468630,CU695220	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3906	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48807356	49212662	3,16	FP103002,CU694280	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3906	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	50263162	50681626	3,16	FP103002,CU694280	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3907	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	49175397	49212662	16,16	CU694280,CU694280	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3907	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	50644361	50681626	16,16	CU694280,CU694280	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4015	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	32767949	33003610	1,1	CABZ01005437,CABZ01005449	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4015	12	MAPPED	FR651890.1	NW_003042377.2	UNLOC_SCAFFOLD	1	236140	1,1	CABZ01005437,CABZ01005449	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4061	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	32433620	32704785	7,1	FP243377,CABZ01005432	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4061	12	MAPPED	FR651898.1	NW_003336262.1	UNLOC_SCAFFOLD	1	271256	7,1	FP243377,CABZ01005432	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4292	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	32708896	32743293	5,5	CU550704,CU550704	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4292	12	MAPPED	CU651624.3	NC_007132.5	CHROMOSOME	32316152	32350549	5,5	CU550704,CU550704	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4380	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	43939270	44292813	19,8	CR385054,AL935114	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4380	12	MAPPED	CU651619.3	NC_007127.5	CHROMOSOME	1924607	2281014	19,8	CR385054,AL935114	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5333	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	23058714	23252084	11,10	BX510364,CT030700	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5333	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	24532992	24795744	11,10	BX510364,CT030700	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5342	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48374527	48392808	8,8	CU929064,CU929064	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5342	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48147593	48168289	8,8	CU929064,CU929064	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5342	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	49562588	49604767	8,8	CU929064,CU929064	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5373	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	46188471	46603615	21,13	BX005305,CU855711	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5373	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	47449936	47666064	21,13	BX005305,CU855711	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5374	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	46295947	46603615	7,21	BX072532,BX005305	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5374	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	47289668	47597336	7,21	BX072532,BX005305	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5534	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	31223646	31619576	9,9	CU459185,CR352342	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5534	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	33025649	33421579	9,9	CU459185,CR352342	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5535	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	41191301	41384247	7,13	CT737148,BX000980	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5535	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	42843017	43157964	7,13	CT737148,BX000980	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5633	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	2391153	2590604	15,10	CR774192,CU929359	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5633	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	2690645	3203604	15,10	CR774192,CU929359	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5642	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	4537847	5708058	11,9	BX276093,CU468219	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5642	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	5370295	6169961	11,9	BX276093,CU468219	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5643	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	4783005	5909228	18,35	BX323464,BX294177	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5643	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	5874976	6626308	18,35	BX323464,BX294177	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5646	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	15742685	16043475	5,14	FP340317,CR456623	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5646	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	16631720	17163765	5,14	FP340317,CR456623	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5660	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	2769859	2867815	8,8	CU459184,CU459184	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5660	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	3384859	3484430	8,8	CU459184,CU459184	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5664	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	6943502	7131323	9,9	BX000707,BX000707	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5664	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	7776677	7836737	9,9	BX000707,BX000707	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5689	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	9736922	9978105	16,16	CR456629,CR456629	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5689	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	10751500	10987787	16,16	CR456629,CR456629	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5690	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	17622697	17654002	9,9	BX571959,BX571959	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5690	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5691	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	17814191	17911541	4,4	FO082787,FO082787	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5691	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5692	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	18755245	18911590	4,4	CR450737,CR450737	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5692	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	19973215	20129746	4,4	CR450737,CR450737	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5693	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	21738288	21928274	8,8	CU457798,CU457798	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5693	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	23244801	23404911	8,8	CU457798,CU457798	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5694	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	22228048	22461534	5,5	AL929346,AL929346	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5694	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	23706886	23937422	5,5	AL929346,AL929346	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5695	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	22410873	22554723	6,6	CR925753,CR925753	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5695	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	23937423	24025205	6,6	CR925753,CR925753	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5696	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	23821155	23897543	6,6	CU459175,CU459175	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5696	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	25405705	25528867	6,6	CU459175,CU459175	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5697	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	24242891	24342110	7,7	BX324232,BX324232	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5697	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	25876215	25969669	7,7	BX324232,BX324232	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5703	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	24926466	25132879	9,9	CR385067,CR385067	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5703	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5704	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	30290417	30419121	13,13	CU695011,CU695011	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5704	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	32079804	32198144	13,13	CU695011,CU695011	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5705	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	30514236	30724548	15,15	CR354534,CR354534	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5705	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	32390160	32477163	15,15	CR354534,CR354534	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5706	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	33021778	33136975	8,8	FP236187,FP236187	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5706	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	34461183	34576384	8,8	FP236187,FP236187	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5707	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	35452949	35490329	3,3	CU469520,CU469520	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5707	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	35731307	35768946	3,3	CU469520,CU469520	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5710	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	35256701	35395538	8,8	CR450826,CR450826	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5710	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	35829653	35965194	8,8	CR450826,CR450826	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5711	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	35109914	35254124	4,4	AL935194,AL935194	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5711	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	35969771	36113335	4,4	AL935194,AL935194	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5712	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	34332487	34523381	9,9	CR932362,CR932362	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5712	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	36734610	36889938	9,9	CR932362,CR932362	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5714	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	36036695	36215241	9,9	CT573318,CT573318	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5714	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	37859546	38041969	9,9	CT573318,CT573318	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5718	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	38926800	39093103	8,8	CR339063,CR339063	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5718	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	40711648	40821170	8,8	CR339063,CR339063	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5719	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	41214399	41384247	13,13	BX000980,BX000980	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5719	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	42843017	43012207	13,13	BX000980,BX000980	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5722	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	40865691	40980138	13,13	BX072562,BX072562	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5722	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	43420060	43480649	13,13	BX072562,BX072562	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5723	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	40655152	40793461	8,8	CU138517,CU138517	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5723	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	43665859	43691188	8,8	CU138517,CU138517	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5725	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	45643235	45676004	5,5	CU595866,CU595866	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5725	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	46757402	46792502	5,5	CU595866,CU595866	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5730	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	34214273	34275784	8,8	CR925701,CR925701	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5730	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	36976967	37008152	8,8	CR925701,CR925701	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5733	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	48807356	48903211	3,3	FP103002,FP103002	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5733	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	50263162	50289841	3,3	FP103002,FP103002	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5741	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	47534828	47568829	17,17	CU565470,CU565470	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5741	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	48732543	48772479	17,17	CU565470,CU565470	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5908	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	4573970	4948062	7,18	AL935197,BX323464	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5908	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	5177182	6040033	7,18	AL935197,BX323464	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5909	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	4246141	4573969	3,11	CU571308,BX276093	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5909	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	4963514	5406417	3,11	CU571308,BX276093	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5910	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	4573970	4948062	7,18	AL935197,BX323464	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5910	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	5177182	6040033	7,18	AL935197,BX323464	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5911	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	5581364	5909228	9,35	CU468219,BX294177	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5911	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	6043267	6626308	9,35	CU468219,BX294177	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6118	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	43939270	44088482	8,8	AL935114,AL935114	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6118	12	MAPPED	CU651619.3	NC_007127.5	CHROMOSOME	2128838	2281014	8,8	AL935114,AL935114	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6768	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	174789	236052	4,1	FP074869,CU607078	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6768	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	187468	248731	4,1	FP074869,CU607078	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6769	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	256683	294479	9,9	CU611036,CU611036	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6769	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	274326	312122	9,9	CU611036,CU611036	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6770	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	34156618	35490329	4,7	CU469520,CU855552	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6770	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6771	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	35596044	35875678	10,17	CR752650,AL807798	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6771	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	37110790	37390424	10,17	CR752650,AL807798	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6772	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	35924433	36467771	7,9	CU467923,BX255898	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6772	12	MAPPED	CU651615.3	NC_007123.5	CHROMOSOME	37498113	38154235	7,9	CU467923,BX255898	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6773	12	MAPPED	CM002896.1	NC_007123.6	CHROMOSOME	40655152	41512949	9,9	BX571792,CU138517	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
